City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
392,Bartlett,US,2022-01-24 15:50:10,35.2045,-89.874,48.15,66,0,1.99
393,Bilma,NE,2022-01-24 15:50:10,18.6853,12.9164,69.42,14,0,9.8
394,Mao,ES,2022-01-24 15:50:11,39.8885,4.2658,54.16,66,20,11.5
395,Kamen-Na-Obi,RU,2022-01-24 15:50:11,53.7884,81.3423,-11.34,100,89,2.57
396,High Level,CA,2022-01-24 15:45:26,58.5169,-117.136,5.11,78,75,0.0
397,Lumut,MY,2022-01-24 15:50:11,4.2323,100.6298,78.82,83,20,1.14
398,Waitati,NZ,2022-01-24 15:50:12,-45.75,170.5667,57.79,92,80,2.13
399,Abu Samrah,SY,2022-01-24 15:50:12,35.3029,37.1841,40.03,75,53,9.98
400,Batagay,RU,2022-01-24 15:50:13,67.6333,134.6333,-16.17,99,100,1.99
401,Selestat,FR,2022-01-24 15:50:13,48.2598,7.4565,42.73,70,0,2.3
402,Urubicha,BO,2022-01-24 15:50:14,-15.3833,-62.95,95.43,39,32,2.3
403,Le Port,RE,2022-01-24 15:50:14,-20.9373,55.2919,78.8,80,43,5.26
404,Lucea,JM,2022-01-24 15:50:14,18.451,-78.1736,81.86,69,15,9.55
405,Yablonovo,RU,2022-01-24 15:50:15,50.8523,37.3574,21.06,93,100,11.25
406,Lang Son,VN,2022-01-24 15:50:15,21.8333,106.7333,61.77,93,21,3.98
407,Balkanabat,TM,2022-01-24 15:50:15,39.5108,54.3671,46.24,45,0,8.46
408,Kahului,US,2022-01-24 15:49:53,20.8947,-156.47,71.83,76,0,10.36
409,Verkhnyaya Toyma,RU,2022-01-24 15:50:16,62.2349,44.9985,23.63,92,100,10.71
410,Saint-Joseph,RE,2022-01-24 15:50:16,-21.3667,55.6167,77.38,74,65,17.67
411,Surt,LY,2022-01-24 15:50:17,31.2089,16.5887,55.63,66,87,13.65
412,Praia Da Vitoria,PT,2022-01-24 15:50:17,38.7333,-27.0667,62.76,77,20,5.12
413,Matagami,CA,2022-01-24 15:47:35,49.7502,-77.6328,-9.29,77,75,4.61
414,Nouakchott,MR,2022-01-24 15:49:11,18.0858,-15.9785,89.53,21,99,15.39
415,Klyuchi,RU,2022-01-24 15:50:18,52.2667,79.1667,-5.42,100,99,2.46
416,Frolishchi,RU,2022-01-24 15:50:18,56.4211,42.6533,3.29,100,49,2.73
417,Adre,TD,2022-01-24 15:50:18,13.4667,22.2,81.28,16,10,4.68
418,Elmina,GH,2022-01-24 15:50:19,5.0898,-1.348,84.6,63,46,11.56
419,Lebyazhye,RU,2022-01-24 15:50:19,55.2689,66.4947,4.93,91,100,7.4
420,Yeniseysk,RU,2022-01-24 15:51:20,58.4497,92.1703,8.1,96,100,3.09
421,Leningradskiy,RU,2022-01-24 15:51:20,69.3833,178.4167,-23.94,83,82,8.01
422,Barguzin,RU,2022-01-24 15:51:20,53.6167,109.6167,6.26,95,100,1.77
423,Timbiqui,CO,2022-01-24 15:51:21,2.7717,-77.6654,80.47,82,95,7.72
424,Whitehaven,GB,2022-01-24 15:51:21,54.549,-3.5841,42.85,96,56,1.01
425,At-Bashi,KG,2022-01-24 15:51:22,41.1702,75.8106,-3.05,82,6,3.0
426,Tazovskiy,RU,2022-01-24 15:51:22,67.4667,78.7,-2.18,98,63,9.57
427,Lata,PT,2022-01-24 15:51:22,40.1629,-8.3327,61.03,46,0,2.8
428,Jadu,LY,2022-01-24 15:51:23,31.953,12.0261,46.65,63,100,7.94
429,Naron,ES,2022-01-24 15:51:23,43.5167,-8.1528,56.25,65,11,3.74
430,Sotnikovo,RU,2022-01-24 15:51:23,51.8845,107.4791,-5.71,77,40,2.24
431,Glenwood Springs,US,2022-01-24 15:46:59,39.5505,-107.3248,33.03,49,0,3.44
432,Maniitsoq,GL,2022-01-24 15:51:24,65.4167,-52.9,26.06,75,100,15.41
433,Manjacaze,MZ,2022-01-24 15:51:24,-24.7117,33.8828,76.96,77,94,10.18
434,Margate,GB,2022-01-24 15:51:25,51.3813,1.3862,41.31,78,75,1.01
435,Olinda,BR,2022-01-24 15:49:10,-8.0089,-34.8553,85.73,62,40,9.22
436,Paamiut,GL,2022-01-24 15:51:25,61.994,-49.6678,27.95,97,100,17.74
437,Kaeo,NZ,2022-01-24 15:51:26,-35.1,173.7833,69.33,91,90,11.03
438,Harper,LR,2022-01-24 15:51:26,4.375,-7.7169,84.02,62,3,12.1
439,Tura,IN,2022-01-24 15:51:27,25.5198,90.2201,55.92,90,27,2.77
440,Talaya,RU,2022-01-24 15:51:27,61.3833,152.75,-33.34,100,100,1.25
441,Prince Rupert,CA,2022-01-24 15:51:27,54.3161,-130.3201,37.49,93,100,3.44
442,Bayan,CN,2022-01-24 15:51:28,46.0833,127.4,-2.38,98,97,2.15
443,Santa Cruz,BO,2022-01-24 15:51:28,-17.8,-63.1667,89.65,51,75,13.8
444,Nelson Bay,AU,2022-01-24 15:51:28,-32.7167,152.15,69.85,90,57,3.74
445,Tokomaru,NZ,2022-01-24 15:51:29,-40.4667,175.5,65.37,96,79,0.81
446,Alyangula,AU,2022-01-24 15:51:29,-13.8483,136.4192,80.47,100,40,1.14
447,Vao,NC,2022-01-24 15:51:30,-22.6667,167.4833,77.13,66,100,3.74
448,Raga,SS,2022-01-24 15:51:30,8.4596,25.678,85.17,18,38,5.06
449,Rochefort,FR,2022-01-24 15:51:30,45.9167,-1.0,53.71,69,0,1.99
450,Faya,SA,2022-01-24 15:51:31,18.3851,42.4509,62.71,48,0,5.57
451,Da Nang,VN,2022-01-24 15:51:31,16.0678,108.2208,73.45,94,75,2.3
452,Scarborough,GB,2022-01-24 15:51:06,54.2797,-0.4044,43.09,86,0,1.01
453,Kysyl-Syr,RU,2022-01-24 15:51:32,63.8986,122.7617,-3.23,99,97,4.94
454,Ballina,AU,2022-01-24 15:51:32,-28.8667,153.5667,71.78,90,75,3.44
455,Solnechnyy,RU,2022-01-24 15:51:32,50.7214,136.6319,-11.54,97,51,3.2
456,Marzuq,YE,2022-01-24 15:51:33,14.4,46.4667,68.85,40,22,4.36
457,Gizo,SB,2022-01-24 15:51:33,-8.103,156.8419,82.78,79,19,9.6
458,Belmonte,BR,2022-01-24 15:51:33,-15.8631,-38.8828,84.7,62,93,8.9
459,Warwick,US,2022-01-24 15:48:02,41.7001,-71.4162,32.14,66,75,8.05
460,Skibotn,NO,2022-01-24 15:51:34,69.3913,20.2679,30.29,92,100,9.01
461,Isangel,VU,2022-01-24 15:51:35,-19.55,169.2667,77.11,88,27,3.44
462,Necochea,AR,2022-01-24 15:51:35,-38.5473,-58.7368,79.03,43,0,11.36
463,Murdochville,CA,2022-01-24 15:51:35,48.9583,-65.5006,7.21,51,2,2.8
464,Dhidhdhoo,MV,2022-01-24 15:51:36,6.8833,73.1,80.89,62,100,13.04
465,Teya,RU,2022-01-24 15:51:36,60.3778,92.6267,1.4,99,100,2.62
466,Evensk,RU,2022-01-24 15:51:36,61.95,159.2333,-5.84,84,100,5.59
467,Ko Samui,TH,2022-01-24 15:51:37,9.5357,99.9357,80.8,71,27,5.91
468,Golaghat,IN,2022-01-24 15:51:37,26.5167,93.9667,57.58,85,93,0.83
469,Urumqi,CN,2022-01-24 15:52:38,43.801,87.6005,9.55,92,100,2.24
470,Naryan-Mar,RU,2022-01-24 15:52:38,67.6713,53.087,18.54,93,100,23.8
471,Ajaccio,FR,2022-01-24 15:52:38,42.0,8.9167,51.96,62,0,4.61
472,Santa Rosa,PH,2022-01-24 15:52:39,14.3122,121.1114,80.58,75,27,8.81
473,Peniche,PT,2022-01-24 15:52:39,39.3558,-9.3811,62.29,61,0,12.35
474,Hamilton,US,2022-01-24 15:50:30,39.1834,-84.5333,28.63,78,100,1.01
475,Touba,CI,2022-01-24 15:52:40,8.2833,-7.6833,92.37,10,62,5.59
476,Aleksinac,RS,2022-01-24 15:52:40,43.5417,21.7078,25.09,95,83,4.68
477,Pedernales,DO,2022-01-24 15:52:41,18.0384,-71.744,79.9,56,0,4.88
478,Poddorye,RU,2022-01-24 15:52:41,57.4695,31.1156,19.8,87,75,11.16
479,Asuncion,PY,2022-01-24 15:51:01,-25.3007,-57.6359,103.89,29,20,5.75
480,Sorland,NO,2022-01-24 15:52:41,67.667,12.6934,30.27,61,100,30.29
481,Marabba,SD,2022-01-24 15:52:42,12.35,32.1833,83.59,13,34,11.18
482,Hovd,MN,2022-01-24 15:52:42,48.0056,91.6419,-6.63,82,16,5.88
483,Bahia Blanca,AR,2022-01-24 15:48:12,-38.7196,-62.2724,85.75,21,0,6.6
484,Neiafu,TO,2022-01-24 15:52:43,-18.65,-173.9833,77.68,94,40,0.0
485,Nome,US,2022-01-24 15:49:45,64.5011,-165.4064,24.87,86,100,11.5
486,Santa Isabel,BR,2022-01-24 15:52:43,-23.3156,-46.2214,91.65,51,52,3.06
487,Juneau,US,2022-01-24 15:48:02,58.3019,-134.4197,40.84,95,75,12.66
488,Spornoye,RU,2022-01-24 15:52:44,50.8448,37.2913,21.22,94,100,11.39
489,Uusikaupunki,FI,2022-01-24 15:52:44,60.8004,21.4084,36.12,94,32,7.18
490,Sao Jose Da Coroa Grande,BR,2022-01-24 15:52:45,-8.8978,-35.1478,85.33,61,92,11.18
491,Concarneau,FR,2022-01-24 15:52:45,47.875,-3.9225,38.19,75,0,6.29
492,Alice,US,2022-01-24 15:52:45,27.7523,-98.0697,50.4,96,100,11.5
493,Gamba,GA,2022-01-24 15:52:46,-2.65,10.0,80.55,73,26,8.57
494,Vila Franca Do Campo,PT,2022-01-24 15:52:46,37.7167,-25.4333,65.19,66,47,5.77
495,Muli,MV,2022-01-24 15:52:48,2.9167,73.5667,81.73,65,90,13.38
496,Fougamou,GA,2022-01-24 15:52:48,-1.2154,10.5838,85.35,63,59,1.21
497,San Jeronimo,PE,2022-01-24 15:52:49,-11.9472,-75.2829,57.15,66,96,4.36
498,Dunedin,NZ,2022-01-24 15:52:49,-45.8742,170.5036,57.79,92,77,2.89
499,Moshenskoye,RU,2022-01-24 15:52:49,58.5102,34.5911,18.54,89,44,10.2
500,Ullapool,GB,2022-01-24 15:52:50,57.8987,-5.1604,50.95,96,100,0.85
501,Maceio,BR,2022-01-24 15:52:50,-9.6658,-35.7353,92.64,52,75,10.36
502,Gorno-Altaysk,RU,2022-01-24 15:52:50,51.9561,85.955,-4.32,99,71,4.68
503,Puke,AL,2022-01-24 15:52:51,42.0444,19.8997,26.69,62,20,10.29
504,Roald,NO,2022-01-24 15:52:51,62.5833,6.1333,42.01,87,75,11.5
505,Sapulpa,US,2022-01-24 15:52:51,35.9987,-96.1142,50.65,50,0,4.61
506,Saint-Gaudens,FR,2022-01-24 15:52:52,43.0833,0.6667,53.33,69,0,1.9
507,Dergachi,RU,2022-01-24 15:52:52,51.2328,48.7659,10.85,91,100,9.08
508,Peterhead,GB,2022-01-24 15:52:53,57.5058,-1.7981,50.4,84,84,3.98
509,Walvis Bay,NA,2022-01-24 15:52:53,-22.9575,14.5053,94.15,31,25,14.97
510,Trairi,BR,2022-01-24 15:52:53,-3.2778,-39.2689,86.74,58,94,11.18
511,Chambersburg,US,2022-01-24 15:51:59,39.9376,-77.6611,31.77,51,25,1.01
512,Mileanca,RO,2022-01-24 15:52:54,48.0833,26.7,21.27,76,34,12.75
513,Bubaque,GW,2022-01-24 15:52:54,11.2833,-15.8333,78.94,57,59,9.17
514,Waingapu,ID,2022-01-24 15:52:55,-9.6567,120.2641,78.71,81,36,7.81
515,San Angelo,US,2022-01-24 15:52:55,31.4638,-100.437,49.96,69,74,1.99
516,Nuevo Laredo,MX,2022-01-24 15:52:55,27.4763,-99.5164,49.98,93,100,0.0
517,Kapitanivka,UA,2022-01-24 15:53:56,48.9172,31.7167,20.57,92,100,16.35
518,Henties Bay,NA,2022-01-24 15:53:56,-22.116,14.2845,78.85,67,7,12.41
519,Andenes,NO,2022-01-24 15:53:56,69.3143,16.1194,30.18,69,75,27.63
520,Alice Springs,AU,2022-01-24 15:49:43,-23.7,133.8833,81.95,57,75,11.5
521,Arraial Do Cabo,BR,2022-01-24 15:53:57,-22.9661,-42.0278,87.76,65,0,20.71
522,Ostrovnoy,RU,2022-01-24 15:53:57,68.0531,39.5131,34.23,96,100,24.87
523,Petropavlovsk-Kamchatskiy,RU,2022-01-24 15:53:58,53.0452,158.6483,0.19,66,40,6.71
524,Pisco,PE,2022-01-24 15:51:28,-13.7,-76.2167,76.01,73,0,8.05
525,Felanitx,ES,2022-01-24 15:53:59,39.4696,3.1483,56.95,73,45,10.49
526,Porto-Vecchio,FR,2022-01-24 15:53:59,41.591,9.2795,56.86,62,100,4.61
527,Xichang,CN,2022-01-24 15:53:59,27.8964,102.2634,46.09,73,47,1.95
528,Ugoofaaru,MV,2022-01-24 15:54:00,5.6667,73.0,81.1,61,100,11.52
529,Civitavecchia,IT,2022-01-24 15:54:00,42.0933,11.7967,57.81,56,7,3.62
530,Xai-Xai,MZ,2022-01-24 15:54:00,-25.0519,33.6442,77.76,75,55,11.74
531,Tiznit,MA,2022-01-24 15:54:01,29.5833,-9.5,63.3,57,15,11.41
532,Talnakh,RU,2022-01-24 15:54:01,69.4865,88.3972,-5.33,98,100,10.74
533,Chicama,PE,2022-01-24 15:54:02,-7.8447,-79.1469,64.94,63,55,10.25
534,Kitimat,CA,2022-01-24 15:54:02,54.0524,-128.6534,37.78,31,100,3.09
535,Fort-Shevchenko,KZ,2022-01-24 15:54:02,44.5086,50.263,37.96,67,100,19.24
536,Khovu-Aksy,RU,2022-01-24 15:54:03,51.1333,93.6,-5.28,95,100,1.79
537,Kyrylivka,UA,2022-01-24 15:54:03,46.3759,35.3675,31.01,96,100,12.3
538,Gravdal,NO,2022-01-24 15:54:04,68.1214,13.5031,30.09,74,75,27.63
539,Kolokani,ML,2022-01-24 15:54:04,13.5728,-8.0339,88.84,6,26,12.08
540,General Roca,AR,2022-01-24 15:54:04,-39.0333,-67.5833,79.2,26,0,6.67
541,Champasak,LA,2022-01-24 15:54:05,14.75,106.0,73.6,65,43,0.51
542,Lienz,AT,2022-01-24 15:54:05,46.8289,12.769,44.11,89,6,3.74
543,Fairview,US,2022-01-24 15:54:06,40.8126,-73.999,31.42,65,100,4.61
544,Bolgatanga,GH,2022-01-24 15:54:06,10.7856,-0.8514,92.55,8,0,7.78
545,Piriyapatna,IN,2022-01-24 15:54:07,12.3397,76.0992,61.95,82,64,5.55
546,Moerai,PF,2022-01-24 15:54:07,-22.4333,-151.3333,79.56,82,100,18.97
547,Souillac,MU,2022-01-24 15:54:08,-20.5167,57.5167,79.18,69,40,13.8
548,Kidal,ML,2022-01-24 15:54:08,18.4411,1.4078,78.24,9,0,15.26
549,Turkistan,KZ,2022-01-24 15:54:08,43.0,68.0,31.32,68,0,5.55
550,Manica,FR,2022-01-24 15:54:09,49.0,-1.1667,44.01,79,0,4.38
551,Harlingen,US,2022-01-24 15:54:02,26.1906,-97.6961,51.89,99,100,7.63
552,Itupiranga,BR,2022-01-24 15:54:09,-5.1347,-49.3267,86.32,73,97,4.68
553,Mbala,ZM,2022-01-24 15:54:10,-8.8402,31.3659,62.85,92,95,2.17
554,Umm Lajj,SA,2022-01-24 15:54:10,25.0213,37.2685,67.08,54,4,16.67
555,Bowen,AU,2022-01-24 15:54:11,-20.0167,148.2333,73.62,71,100,11.34
556,Povoa De Varzim,PT,2022-01-24 15:54:11,41.3834,-8.7636,57.24,62,0,8.05
557,Liepaja,LV,2022-01-24 15:54:12,56.5419,21.0367,39.25,87,100,16.11
558,Tra Vinh,VN,2022-01-24 15:54:12,9.9347,106.3453,76.15,85,78,6.76
559,Ulladulla,AU,2022-01-24 15:55:12,-35.35,150.4667,67.87,87,100,3.11
560,Sabratah,LY,2022-01-24 15:55:13,32.7933,12.4885,56.05,55,14,9.69
561,Najran,SA,2022-01-24 15:55:13,17.4924,44.1277,72.25,26,0,7.2
562,Coihueco,CL,2022-01-24 15:55:14,-36.6167,-71.8333,72.34,53,0,10.36
563,Charlottesville,US,2022-01-24 15:55:14,38.0293,-78.4767,40.06,59,64,3.0
564,Fez,MA,2022-01-24 15:55:14,34.0372,-4.9998,68.11,51,75,8.05
565,Washougal,US,2022-01-24 15:51:12,45.5826,-122.3534,36.09,93,0,3.44
566,Naze,JP,2022-01-24 15:55:15,28.3667,129.4833,60.85,80,81,7.76
567,Nioro,GM,2022-01-24 15:55:15,13.35,-15.75,97.84,7,56,7.99
568,Pietermaritzburg,ZA,2022-01-24 15:55:16,-29.6168,30.3928,74.68,75,8,3.87
569,Alofi,NU,2022-01-24 15:55:17,-19.0595,-169.9187,71.49,100,40,1.14
570,Port Moresby,PG,2022-01-24 15:55:17,-9.4431,147.1797,76.42,100,75,3.44
571,Aksum,ET,2022-01-24 15:55:17,14.1245,38.7244,69.49,27,57,5.12
572,Levelland,US,2022-01-24 15:55:18,33.5873,-102.378,40.19,42,0,11.61
573,Yonezawa,JP,2022-01-24 15:55:18,37.9167,140.1167,18.81,94,54,2.04
574,Camocim,BR,2022-01-24 15:55:19,-2.9022,-40.8411,87.87,54,80,14.7
575,Freeport,US,2022-01-24 15:51:00,40.6576,-73.5832,32.02,69,75,4.0
576,Mahibadhoo,MV,2022-01-24 15:55:19,3.7833,72.9667,81.07,65,85,13.0
577,Banepa,NP,2022-01-24 15:55:19,27.6298,85.5214,48.52,76,75,3.44
578,Marrakesh,MA,2022-01-24 15:52:26,31.6315,-8.0083,68.07,45,75,4.61
579,Waterloo,CA,2022-01-24 15:51:02,43.4668,-80.5164,17.47,86,100,5.01
580,Kloulklubed,PW,2022-01-24 15:55:18,7.0419,134.2556,83.12,79,100,18.05
581,Delijan,IR,2022-01-24 15:55:20,33.9905,50.6838,41.72,36,0,1.81
582,Acapulco,MX,2022-01-24 15:53:24,16.8634,-99.8901,80.92,51,2,0.69
583,Alta Floresta,BR,2022-01-24 15:55:21,-9.8756,-56.0861,87.62,66,20,2.3
584,Lujiang,CN,2022-01-24 15:55:21,31.2581,117.2817,35.65,97,100,5.59
585,Assiniboia,CA,2022-01-24 15:55:21,49.6334,-105.9845,3.56,91,100,4.45
586,Salinas,US,2022-01-24 15:55:22,36.6777,-121.6555,54.97,59,0,3.33
587,Am Timan,TD,2022-01-24 15:55:22,11.0297,20.2827,90.39,14,27,2.06
588,Yar-Sale,RU,2022-01-24 15:52:42,66.8333,70.8333,0.19,95,7,10.67
